"Owning Library","Create Date","Call Number","Title","Author","Barcode","Circ Modifier","Price","Legacy Stat Cat 1 Value"
"TRRLS-CAMDN","2020-06-25 14:14:58.625458-04","YA FIC PAR","Girls save the world in this one","Parsons, Ash","31006003827383","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 14:17:26.328041-04","YA FIC ACE","Clap when you land","Acevedo, Elizabeth","31006003827391","book","18.99","PINES-FICTION"
"TRRLS-CAMDN","2020-06-25 14:54:03.45257-04","EASY SHA","Roy digs dirt","Shannon, David 1959-","31006003827417","book","17.99","PINES-FICTION"
"TRRLS-CHARL","2020-03-11 16:14:37-04","JUV FIC PIL","Dog man : fetch-22","Pilkey, Dav 1966-","31006003831906","book","12.99","PINES-FICTION"
"TRRLS-CHARL","2020-03-19 15:43:16-04","NON FIC 616.0473 K","The whole body cure : the simple plan to prevent and reverse disease, eliminate pain, and lose weight for good","Kirshner, Corey W.","31006003832904","book","25.00","PINES-GIFT"
"TRRLS-CHARL","2020-03-19 15:46:27-04","NON FIC 371.2 S","Staying the course : a guide of best practices for school leaders","Sapp, Sheila E.","31006003832896","book","22.00","PINES-GIFT"
"TRRLS-CHARL","2020-03-19 15:57:20-04","EASY WIN","Winnie the Pooh and the honey tree",,"31006003832888","book","12.95","PINES-GIFT"
"TRRLS-CHARL","2020-03-19 15:59:46-04","EASY NUM","If you give a pig a pancake","Numeroff, Laura Joffe","31006003832870","book","14.95","PINES-GIFT"
"TRRLS-CHARL","2020-03-19 16:06:53-04","EASY NUM","If you give a moose a muffin","Numeroff, Laura Joffe.","31006003832854","book","14.95","PINES-GIFT"
"TRRLS-CHARL","2020-03-19 16:21:40-04","FIC PAT","Juror #3","Patterson, James 1947-","31006003832813","book","15.99","PINES-GIFT"
"TRRLS-CHARL","2020-03-19 16:24:28-04","FIC CLE","Next year in Havana","Cleeton, Chanel","31006003832805","book","15.00","PINES-GIFT"
"TRRLS-CHARL","2020-03-19 16:26:11-04","FIC WOO","The secret to southern charm : a novel","Woodson Harvey, Kristy","31006003832797","book","16.00","PINES-GIFT"
"TRRLS-CHARL","2020-03-19 16:28:08-04","FIC ROB","Of blood and bone","Roberts, Nora","31006003832789","book","17.99","PINES-GIFT"
"TRRLS-CHARL","2020-03-19 16:30:05-04","FIC BOW","The victory garden","Bowen, Rhys","31006003832771","book","14.95","PINES-GIFT"
"TRRLS-CHARL","2020-04-09 13:40:04-04","SPAN EASY BRI","Clifford va al doctor","Bridwell, Norman","31006003833985","book","3.99","PINES-GIFT"
"TRRLS-CHARL","2020-04-09 13:42:16-04","SPAN EASY WIL","No me gusta mi moÒo","Wilhelm, Hans 1945-","31006003833977","book","3.99","PINES-GIFT"
"TRRLS-CHARL","2020-04-09 13:44:16-04","SPAN EASY BRI","Clifford y el gran desfile","Bridwell, Norman.","31006003833969","book","3.99","PINES-GIFT"
"TRRLS-CHARL","2020-04-09 13:46:55-04","SPAN EASY MAR","Soy una hoja","Marzollo, Jean.","31006003833951","book","3.99","PINES-GIFT"
"TRRLS-CHARL","2020-04-09 13:48:34-04","SPAN EASY WIL","Me gustan los colores!","Wilhelm, Hans 1945-","31006003833944","book","3.99","PINES-GIFT"
"TRRLS-CHARL","2020-04-09 13:49:58-04","SPAN JUV NF 636.7 D","El perro : øpor quÈ tienen los perros la nariz jojada? : y otros datos curiosos","Dewin, Howard.","31006003833936","book","3.99","PINES-GIFT"
"TRRLS-CHARL","2020-04-21 13:50:47-04","VIDEO DVD ENT I","Indigo",,"31006003834710","dvd-2","7.98","PINES-GIFT"
"TRRLS-CHARL","2020-04-21 13:53:43-04","VIDEO DVD ENT M","Maria full of grace",,"31006003834702","dvd-2","23.99","PINES-GIFT"
"TRRLS-CHARL","2020-04-21 13:56:22-04","VIDEO DVD ENT N","9 to 5",,"31006003834694","dvd-2","5.25","PINES-GIFT"
"TRRLS-CHARL","2020-04-21 13:58:04-04","VIDEO DVD ENT F","Footloose",,"31006003834686","dvd-2","15.24","PINES-GIFT"
"TRRLS-CHARL","2020-04-24 11:37:31-04","VIDEO DVD ENT L","Legally blonde & Legally blonde 2 : red, white & blonde",,"31006003835634","dvd-2","19.99","PINES-GIFT"
"TRRLS-CHARL","2020-04-24 11:40:06-04","VIDEO DVD ENT R","Romancing the bride",,"31006003835626","dvd-2","3.55","PINES-GIFT"
"TRRLS-CHARL","2020-04-24 11:43:26-04","VIDEO DVD ENT M","The missing",,"31006003835618","dvd-2","25.49","PINES-GIFT"
"TRRLS-CHARL","2020-05-01 13:04:58.291362-04","VIDEO DVD ENT M","Made in America",,"31006003835139","dvd-2","10.41","PINES-GIFT"
"TRRLS-CHARL","2020-05-01 14:28:06.41086-04","FIC PAT","Murder in paradise : thrillers","Patterson, James 1947-","31006003836350","book","9.99","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 11:07:23.669044-04","VIDEO DVD ENT B","Bedazzled",,"31006003836095","dvd-2","9.99","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 11:08:42.05713-04","VIDEO DVD ENT A","Alvin and the chipmunks",,"31006003836087","dvd-2","4.99","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 11:10:17.288699-04","VIDEO DVD ENT D","Dirty dancing",,"31006003836079","dvd-2","14.99","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 13:55:24.846304-04","VIDEO DVD ENT L","Last chance Harvey",,"31006003835956","book","5.89","PINES-FICTION"
"TRRLS-CHARL","2020-05-06 13:58:46.07174-04","VIDEO DVD ENT H","Harry Potter and the goblet of fire",,"31006003835949","dvd-2","8.74","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 14:11:04.757217-04","VIDEO DVD ENT W","Woodlawn",,"31006003835931","dvd-2","5.00","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 14:22:24.539159-04","VIDEO BLU ENT D","Did you hear about the Morgans?",,"31006003835923","dvd-2","15.00","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 14:23:56.583547-04","VIDEO DVD ENT B","Beowulf",,"31006003835915","dvd-2","6.99","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 14:26:31.02793-04","VIDEO DVD ENT S","The sisterhood of the traveling pants",,"31006003835907","dvd-2","7.88","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 14:33:52.280703-04","VIDEO DVD ENT S","Second in command",,"31006003835899","dvd-2","5.78","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 14:35:53.728302-04","VIDEO DVD 796.81 U","UFC 64 unstoppable",,"31006003835881","dvd-2","7.98","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 14:37:06.350026-04","VIDEO DVD ENT D","Dreamer : inspired by a true story",,"31006003835873","dvd-2","9.99","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 14:39:08.573548-04","VIDEO DVD ENT I","In the valley of Elah",,"31006003835865","dvd-2","8.75","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 14:41:40.904184-04","VIDEO DVD ENT W","Wag the dog",,"31006003835857","dvd-2","4.99","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 14:44:05.993168-04","VIDEO DVD ENT G","Ghost world",,"31006003835840","dvd-2","18.39","PINES-GIFT"
"TRRLS-CHARL","2020-05-06 14:50:51.500525-04","VIDEO DVD ENT S","The secret lives of dentists",,"31006003835832","dvd-2","8.50","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:25:38-04","VIDEO DVD ENT L","Lucky number Slevin",,"31006003837143","dvd-2","5.99","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:28:05-04","VIDEO DVD ENT T","Two bits & Pepper",,"31006003837135","dvd-2","12.52","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:30:34-04","VIDEO DVD ENT B","Big momma's house 1 & 2",,"31006003837127","dvd-2","13.86","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:32:04-04","VIDEO DVD ENT L","Love happens",,"31006003837119","dvd-2","7.48","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:34:24-04","VIDEO DVD ENT L","The legend of Zorro",,"31006003837101","dvd-2","13.92","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:35:53-04","VIDEO DVD ENT F","For love of the game",,"31006003837093","dvd-2","7.65","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:40:14-04","VIDEO DVD ENT E","Edges of the Lord",,"31006003837085","dvd-2","9.98","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:41:57-04","VIDEO DVD ENT M","My sister's keeper",,"31006003837077","dvd-2","9.97","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:43:31-04","VIDEO DVD ENT C","Call of the wild",,"31006003837069","dvd-2","10.00","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:47:02-04","VIDEO DVD ENT P","The pursuit of happyness",,"31006003837051","dvd-2","9.99","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:49:21-04","VIDEO DVD ENT T","Two weeks",,"31006003838323","dvd-2","20.00","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:51:30-04","VIDEO DVD ENT P","Pirates of the Caribbean. At world's end",,"31006003838315","dvd-2","7.27","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:53:39-04","VIDEO DVD ENT T","Transamerica",,"31006003838307","dvd-2","7.00","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:55:19-04","VIDEO DVD ENT E","The edge",,"31006003838299","dvd-2","8.72","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 11:58:19-04","VIDEO DVD ENT P","Proof",,"31006003838281","dvd-2","5.99","PINES-GIFT"
"TRRLS-CHARL","2020-05-14 12:01:00-04","VIDEO DVD ENT C","Collateral damage Eraser",,"31006003838273","dvd-2","7.99","PINES-GIFT"
"TRRLS-CHARL","2020-06-01 16:47:50.238433-04","VIDEO DVD ENT T VOL.1","The Three Stooges collection. Volume one 1934-1936",,"31006003842630","dvd-2","13.59","PINES-GIFT"
"TRRLS-CHARL","2020-06-01 16:47:50.238433-04","VIDEO DVD ENT T VOL.2","The Three Stooges collection. Volume one 1934-1936",,"31006003842648","dvd-2","13.59","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 09:33:30.065381-04","VIDEO DVD ENT M","The mountain men",,"31006003842614","dvd-2","9.87","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 09:40:23.394531-04","VIDEO DVD ENT C","Chicken soup for the soul. The gift of love",,"31006003842606","dvd-2","6.44","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 10:26:03.572804-04","VIDEO DVD ENT H","A horse for Danny",,"31006003842598","dvd-2","12.99","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 11:00:44.068565-04","VIDEO DVD ENT G","Grumpier old men",,"31006003842580","dvd-2","8.40","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 11:25:27.287315-04","VIDEO DVD ENT D","Dirty deeds",,"31006003842572","dvd-2","15.50","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 11:27:33.422782-04","VIDEO DVD ENT E","Eragon",,"31006003842564","dvd-2","14.98","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 11:30:20.769976-04","VIDEO DVD ENT S","Shriek if you know what I did last Friday the 13th",,"31006003842556","dvd-2","5.99","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 11:32:55.715834-04","VIDEO DVD ENT D","Disaster movie",,"31006003842549","dvd-2","5.99","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 11:36:40.878918-04","VIDEO DVD ENT D","Down to Earth",,"31006003842531","dvd-2","9.99","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 12:19:26.958318-04","VIDEO DVD ENT E","Ever after",,"31006003842523","dvd-2","7.60","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 12:32:55.496073-04","VIDEO DVD ENT Y","You don't mess with the Zohan",,"31006003842515","dvd-2","3.79","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 12:34:50.820035-04","VIDEO DVD ENT G","Grizzly rage",,"31006003842507","dvd-2","6.70","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 12:38:12.500041-04","VIDEO DVD ENT F","40 days and 40 nights",,"31006003842499","dvd-2","7.64","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 12:41:36.509529-04","VIDEO DVD ENT A","The abduction",,"31006003842481","dvd-2","9.99","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 12:43:38.647951-04","VIDEO DVD ENT B","Boynton Beach Club",,"31006003842473","dvd-2","9.95","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 12:45:23.32801-04","VIDEO DVD ENT M","Man of the house",,"31006003842465","dvd-2","7.74","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 12:47:46.370249-04","VIDEO DVD ENT U","Under solen Under the sun",,"31006003842457","dvd-2","9.99","PINES-GIFT"
"TRRLS-CHARL","2020-06-02 12:52:24.867268-04","VIDEO DVD ENT A","Akeelah and the bee",,"31006003842440","dvd-2","9.99","PINES-GIFT"
"TRRLS-CHARL","2020-06-15 14:02:03.532752-04","NON FIC 306 C","Fortitude : American resilience in the era of outrage","Crenshaw, Dan","31006003825452","book","28.00","PINES-NONFICTION"
"TRRLS-CHARL","2020-06-16 16:18:50.943885-04","FIC COY","Brewed awakening","Coyle, Cleo","31006003841194","book","27.00","PINES-FICTION"
"TRRLS-CHARL","2020-06-16 16:28:31.275064-04","FIC MON","On Ocean Boulevard","Monroe, Mary Alice","31006003841111","book","26.99","PINES-FICTION"
"TRRLS-CHARL","2020-06-16 16:40:01.315977-04","FIC HUN","Carolina breeze","Hunter, Denise 1968-","31006003841012","book","15.99","PINES-FICTION"
"TRRLS-CHARL","2020-06-16 16:50:32.773687-04","FIC FOL","The guest list : a novel","Foley, Lucy (Novelist)","31006003840949","book","27.99","PINES-FICTION"
"TRRLS-CHARL","2020-06-16 17:00:10.215432-04","NON FIC 306.362 M","Sweet taste of liberty : a true story of slavery and restitution in America","McDaniel, W. Caleb (William Caleb) 1979-","31006003842150","book","27.95","PINES-NONFICTION"
"TRRLS-CHARL","2020-06-17 10:05:09.186398-04","FIC GRE","The clergyman's wife : a Pride & prejudice novel","Greeley, Molly","31006003842069","book","15.99","PINES-FICTION"
"TRRLS-CHARL","2020-06-17 12:26:58.681848-04","FIC KOO","Devoted","Koontz, Dean R. (Dean Ray) 1945-","31006003841855","book","28.99","PINES-FICTION"
"TRRLS-CHARL","2020-06-22 14:53:09.013347-04","JUV FIC 818.602 R","The big book of silly jokes for kids : 800+ knock-knocks, tongue twisters, silly stats, and more!","Roman, Carole P.","31006003843000","book","9.99","PINES-NONFICTION"
"TRRLS-CHARL","2020-06-23 09:40:00.011981-04","NON FIC 814.54 L","Sister outsider : essays and speeches","Lorde, Audre","31006003843745","book","16.99","PINES-NONFICTION"
"TRRLS-CHARL","2020-06-23 09:45:12.280088-04","FIC TUR","The last trial","Turow, Scott","31006003843695","book","29.00","PINES-FICTION"
"TRRLS-CHARL","2020-06-23 10:20:44.849848-04","FIC OFF","Weather : a novel","Offill, Jenny 1968-","31006003843638","book","23.95","PINES-FICTION"
"TRRLS-CHARL","2020-06-23 12:14:42.930233-04","FIC KAM","The stationery shop","Kamali, Marjan","31006003844693","book","27.00","PINES-FICTION"
"TRRLS-CHARL","2020-06-23 12:38:25.284912-04","FIC MAR","When crickets cry","Martin, Charles 1969-","31006003844677","book","15.99","PINES-FICTION"
"TRRLS-CHARL","2020-06-25 14:41:57.18534-04","BIO UNDERWOOD","The first time : finding myself and looking for love on reality TV","Underwood, Colton","31006003845260","book","27.00","PINES-BIOGRAPHY"
"TRRLS-CHARL","2020-06-25 14:44:10.26411-04","BIO WESTOVER","Educated : a memoir","Westover, Tara","31006003845252","book","28.00","PINES-BIOGRAPHY"
"TRRLS-CHARL","2020-06-25 15:09:53.448091-04","EASY SAD","It's not easy being a bunny","Sadler, Marilyn","31006003845245","book","8.99","PINES-FICTION"
"TRRLS-CHARL","2020-06-26 11:54:15.580873-04","FIC BRU","You let me in","Bruce, Camilla","31006003845039","book","25.99","PINES-FICTION"
"TRRLS-HQ","2020-03-10 16:50:09-04","FIC PAT","Criss cross","Patterson, James 1947-","31006003820735","book","29.00","PINES-GIFT"
"TRRLS-HQ","2020-06-22 11:56:57.813243-04","NON FIC 781.17 G","Why you like it : the science and culture of musical taste","Gasser, Nolan","31006003827698","book","32.50","PINES-NONFICTION"
"TRRLS-HQ","2020-06-25 16:23:23.896102-04","NON FIC 616.8522 S","Be mighty : a woman's guide to liberation from anxiety, worry & stress using mindfulness & acceptance","Stoddard, Jill A.","31006003827508","book","16.95","PINES-NONFICTION"
"TRRLS-LONG","2020-03-05 10:19:34-05","JUV FIC RUS","Tales from a not-so-best friend forever","Russell, Rachel RenÈe","31006003808201","book","13.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 10:28:39-05","EASY MIL","Jack and the beanstalk","Milbourne, Anna","31006003808219","book","12.90","PINES-GIFT"
"TRRLS-LONG","2020-03-05 11:31:42-05","YA FIC LU","Rebel","Lu, Marie 1984-","31006003808235","book","18.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 11:34:04-05","YA FIC RIG","The conference of the birds","Riggs, Ransom","31006003808243","book","22.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 11:36:06-05","EASY FIV","Five-minute stories.",,"31006003808250","book","12.99","PINES-GIFT"
"TRRLS-LONG","2020-03-05 11:38:31-05","YA FIC KEM","A heart so fierce and broken","Kemmerer, Brigid","31006003808268","book","18.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 11:41:44-05","YA FIC KEM","A curse so dark and lonely","Kemmerer, Brigid","31006003808276","book","18.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 11:43:59-05","FIC LER","The Topeka school","Lerner, Ben 1979-","31006003808284","book","27.00","PINES-FICTION"
"TRRLS-LONG","2020-03-05 11:45:47-05","FIC MIC","The silent patient","Michaelides, Alex 1977-","31006003808292","book","26.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 11:49:23-05","FIC VAN","Where the forest meets the stars","Vanderah, Glendy","31006003808300","book","24.95","PINES-FICTION"
"TRRLS-LONG","2020-03-05 11:52:51-05","FIC COR","Quantum","Cornwell, Patricia Daniels","31006003808318","book","28.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 11:54:13-05","FIC WOO","Stealth","Woods, Stuart","31006003808326","book","28.00","PINES-FICTION"
"TRRLS-LONG","2020-03-05 11:58:09-05","FIC MOY","The giver of stars","Moyes, Jojo 1969-","31006003808334","book","28.00","PINES-FICTION"
"TRRLS-LONG","2020-03-05 12:00:51-05","FIC GEF","Surviving the forest","Geffen, Adiva","31006003808342","book","22.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 12:04:27-05","YA FIC MEY","Archenemies","Meyer, Marissa","31006003808359","book","19.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 12:06:55-05","YA FIC ROW","Pumpkinheads","Rowell, Rainbow","31006003808367","book","24.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 12:09:49-05","YA FIC LYN","The unknown","Lynne, J. W.","31006003808375","book","13.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 12:12:36-05","FIC CRU","The innocents","Crummey, Michael 1965-","31006003808383","book","26.95","PINES-FICTION"
"TRRLS-LONG","2020-03-05 12:14:28-05","FIC CHI","Blue moon : a Jack Reacher novel","Child, Lee","31006003808391","book","28.99","PINES-FICTION"
"TRRLS-LONG","2020-03-05 12:17:04-05","JUV FIC COL","A tale of magic...","Colfer, Chris 1990-","31006003808409","book","18.99","PINES-FICTION"
"TRRLS-LONG","2020-03-06 12:31:04-05","JUV FIC MEA","Julia the sleeping beauty fairy","Meadows, Daisy","31006003820057","book","4.99","PINES-FICTION"
"TRRLS-LONG","2020-03-06 12:56:21-05","JUV FIC MEA","Eleanor the snow white fairy","Meadows, Daisy","31006003820065","book","4.99","PINES-FICTION"
"TRRLS-LONG","2020-03-06 12:59:16-05","JUV FIC MEA","Faith the cinderella fairy","Meadows, Daisy","31006003820073","book","4.99","PINES-FICTION"
"TRRLS-LONG","2020-03-06 13:00:32-05","JUV FIC MEA","Rita the frog princess fairy","Meadows, Daisy","31006003820081","book","4.99","PINES-FICTION"
"TRRLS-LONG","2020-03-06 13:21:47-05","JUV FIC MEA","Gwen the beauty and the beast fairy","Meadows, Daisy","31006003820099","book","4.99","PINES-FICTION"
"TRRLS-LONG","2020-03-06 13:24:03-05","JUV FIC MEA","Aisha the princess and the pea fairy","Meadows, Daisy","31006003820107","book","4.99","PINES-FICTION"
"TRRLS-LONG","2020-03-06 13:25:25-05","JUV FIC MEA","Lacey the little mermaid fairy","Meadows, Daisy","31006003820115","book","4.99","PINES-FICTION"
"TRRLS-LONG","2020-03-06 13:27:55-05","JUV FIC MET","S.M.A.R.T.S. and the Mars mission mayhem","Metz, Melinda","31006003820123","book","9.95","PINES-FICTION"
"TRRLS-LONG","2020-03-06 13:30:00-05","JUV FIC MET","S.M.A.R.T.S. and the invisible robot","Metz, Melinda","31006003820131","book","9.95","PINES-FICTION"
"TRRLS-LONG","2020-03-06 13:32:20-05","JUV FIC MET","S.M.A.R.T.S. and the poison plates","Metz, Melinda","31006003820149","book","9.95","PINES-FICTION"
"TRRLS-LONG","2020-03-06 13:42:06-05","JUV FIC MET","S.M.A.R.T.S. and the 3-D danger","Metz, Melinda","31006003820156","book","9.95","PINES-FICTION"
"TRRLS-LONG","2020-03-06 13:44:09-05","JUV FIC MET","S.M.A.R.T.S. and the missing UFO","Metz, Melinda","31006003820164","book","9.95","PINES-FICTION"
"TRRLS-LONG","2020-03-06 13:46:52-05","JUV FIC BLA","The Bad Guys in the baddest day ever","Blabey, Aaron","31006003820172","book","5.99","PINES-FICTION"
